"venue","lat","long","name_venue","country","geog"
"50a69558e4b084fe42dc6112",51.490638,-0.195366,"Subway","GB","0101000020E6100000030B60CAC001C9BF6116DA39CDBE4940"
"50ba70c5e4b0cfba2c86b791",51.530386,-0.123317,"Subway","GB","0101000020E6100000F7730AF2B391BFBFCD203EB0E3C34940"
"50bbaa73e4b07e5a16e275a1",51.491324,-0.194029,"Subway","GB","0101000020E6100000F0DFBC38F1D5C8BFB5DE6FB4E3BE4940"
"50ff0d66e4b055a6f7b0d4cf",51.500199,-0.163099,"Subway","GB","0101000020E6100000A45181936DE0C4BFF73E558506C04940"
"51398da5e4b05a27e213f314",51.457803,-0.439829,"Subway","GB","0101000020E6100000C845B5882826DCBF5E81E84999BA4940"
"5199d239498e59ec480e147c",51.510139,0.009185,"Subway","GB","0101000020E610000001FBE8D495CF823F03B5183C4CC14940"
"519f1c80498eace601efb3cf",51.507090,-0.017176,"Subway","GB","0101000020E6100000E9B81AD9959691BF77103B53E8C04940"
"51dd3fdf498e6e3439af0a12",51.531201,-0.014074,"Subway","GB","0101000020E61000002E8ECA4DD4D28CBF1F4DF564FEC34940"
"520f533911d2cfdd2af33c80",51.534776,-0.174037,"Subway","GB","0101000020E610000038A0A52BD846C6BFC5573B8A73C44940"
"52136687498ef92161031d77",51.452756,-0.147563,"Subway","GB","0101000020E610000044C18C2958E3C2BFAD889AE8F3B94940"
