"venue","lat","long","name_venue","country","geog"
"4ba08b3ef964a520b27137e3","51.397652","-0.261279","High School","GB","0101000020E6100000DF6B088ECBB8D0BF3198BF42E6B24940"
"4bab29edf964a5207e973ae3","51.516008","-0.145268","Medical School","GB","0101000020E6100000CAE1934E2498C2BFB83CD68C0CC24940"
"4bab7b04f964a520abac3ae3","51.616021","0.021668","High School","GB","0101000020E6100000FA997ADD2230963F1A53B0C6D9CE4940"
"4bb06689f964a520fd433ce3","51.518690","-0.130970","School","GB","0101000020E61000004FE960FD9FC3C0BF9161156F64C24940"
"4bc03c66abf495211307bf93","51.523379","-0.114622","Trade School","GB","0101000020E6100000D0F0660DDE57BDBFE3344415FEC24940"
"4bc43078920eb7133a6e1e2c","51.518154","-0.141089","Law School","GB","0101000020E6100000DFA46950340FC2BF5325CADE52C24940"
"4bc6e6fe0050b71376b8b73b","51.504432","-0.211267","School","GB","0101000020E610000015ADDC0BCC0ACBBF27874F3A91C04940"
"4bc85f3f15a7ef3bc8e87ada","51.523662","-0.133274","Medical School","GB","0101000020E6100000FC1BB4571F0FC1BF38143E5B07C34940"
"4bd5979e4e32d13a6a0cc180","51.585526","-0.013924","High School","GB","0101000020E6100000653909A52F848CBF967A1684F2CA4940"
"4bd9b9272e6f0f4703aa0b08","51.557647","-0.150437","High School","GB","0101000020E61000007ADE8D058541C3BF34DB15FA60C74940"
"4be280b7660ec9285ea2c93b","51.444180","-0.213453","High School","GB","0101000020E6100000D4D51D8B6D52CBBFC6C4E6E3DAB84940"
"4be301bf99feb71305f981f6","51.593875","-0.178437","High School","GB","0101000020E6100000AABBB20B06D7C6BFBC74931804CC4940"
"4be30e4e1dd22d7f729695bd","51.515091","-0.065913","High School","GB","0101000020E6100000789961A3ACDFB0BF62BB7B80EEC14940"
"4be3c897f07b0f47dee9f843","51.550598","-0.109329","Trade School","GB","0101000020E61000004F1F813FFCFCBBBF1B9FC9FE79C64940"
"4be9081dc5220f47a66baaca","51.358864","-0.128733","High School","GB","0101000020E6100000703E75AC527AC0BF1ADB6B41EFAD4940"
"4bea8b2661aca59382d18300","51.440297","-0.085252","High School","GB","0101000020E6100000D828EB3713D3B5BF72C3EFA65BB84940"
"4bfa33df4a67c928d9f427cf","51.494721","-0.009722","Nursery School","GB","0101000020E6100000FBE769C020E983BF7CD2890453BF4940"
"4bfe22f3f7c82d7f9d348f04","51.576021","-0.003131","School","GB","0101000020E61000000C2252D32EA669BF94675E0EBBC94940"
"4c00fe4319d8c928f01c8829","51.573583","-0.336276","School","GB","0101000020E610000024809BC58B85D5BF5245F12A6BC94940"
"4c0eb26a336220a159a1cc77","51.502705","-0.041442","High School","GB","0101000020E610000003965CC5E237A5BF91442FA358C04940"
"4c0fd61ef1b6a59317ec7a27","51.524272","-0.098963","Trade School","GB","0101000020E6100000A69883A0A355B9BFB11A4B581BC34940"
"4c16438677cea5933c62d360","51.510955","-0.098534","High School","GB","0101000020E6100000C7478B338639B9BF255D33F966C14940"
"4c2cdbec70fcc9b68ca19d49","51.368971","-0.148589","High School","GB","0101000020E6100000D5CDC5DFF604C3BF121615713AAF4940"
"4c31bce23896e21e3568e790","51.551049","-0.063261","High School","GB","0101000020E6100000CFBC1C76DF31B0BF2BBF0CC688C64940"
"4c39e0173849c928c7ebc1b1","51.515405","-0.116508","Medical School","GB","0101000020E61000001CEDB8E177D3BDBFF29881CAF8C14940"
"4c3b45d816cb2d7f3e9202a9","51.487747","-0.405530","High School","GB","0101000020E61000001500E31934F4D9BF6EDC627E6EBE4940"
"4c3c4adfb36ac92869d60386","51.459057","-0.374977","School","GB","0101000020E6100000EA23F0879FFFD7BFFCFF3861C2BA4940"
"4c3d89267c1ee21e22048e71","51.390222","-0.091619","High School","GB","0101000020E61000009835B1C05774B7BF011764CBF2B14940"
"4c3dcbdb7c1ee21e435e8e71","51.579848","-0.327425","High School","GB","0101000020E6100000A323B9FC87F4D4BF5453927538CA4940"
"4c5299aab6dabe9a52349d13","51.650938","-0.060849","High School","GB","0101000020E61000006A15FDA19927AFBFA0DCB6EF51D34940"
"4c5987d067ac0f475263044c","51.517730","-0.077773","Trade School","GB","0101000020E6100000D905836BEEE8B3BF3C1405FA44C24940"
"4c5fb50b54ac0f47bc18b421","51.523402","-0.086105","Trade School","GB","0101000020E610000009A7052FFA0AB6BF9B5434D6FEC24940"
"4c6669a919f3c9b6d1cf9fff","51.500131","-0.330080","High School","GB","0101000020E6100000551344DD0720D5BF9F5BE84A04C04940"
"4c69162e897b1b8d653aae17","51.489605","-0.119673","Trade School","GB","0101000020E610000056D636C5E3A2BEBFA27A6B60ABBE4940"
"4c723ff27121a1cd9cfc61d1","51.517830","-0.060805","Medical School","GB","0101000020E6100000E0D6DD3CD521AFBF9F71E14048C24940"
"4c738e478efc370415d8157d","51.414376","-0.184174","School","GB","0101000020E61000002E02637D0393C7BFA71FD4450AB54940"
"4c7cabd79efda1439f6986e2","51.655734","-0.170015","High School","GB","0101000020E6100000172B6A300DC3C5BF09707A17EFD34940"
"4c7e60aa8da18cfada07a2ce","51.525418","-0.137780","Medical School","GB","0101000020E6100000187D0569C6A2C1BF685DA3E540C34940"
"4c7f7e1e1009a0937673474e","51.506563","-0.108320","High School","GB","0101000020E610000042B28009DCBABBBF8C2E6F0ED7C04940"
"4c80b07ed8086dcb55ef6552","51.585316","0.051555","High School","GB","0101000020E6100000BDFBE3BD6A65AA3FABE97AA2EBCA4940"
"4c8760a951ada1cd93314710","51.557455","-0.139789","High School","GB","0101000020E6100000F296AB1F9BE4C1BFEFFE78AF5AC74940"
"4c972aa172dd224bff24b291","51.613979","0.023587","High School","GB","0101000020E6100000F96871C63027983F24B726DD96CE4940"
"4c97a1dd034137048d578eef","51.415111","-0.223472","High School","GB","0101000020E6100000DC2DC901BB9ACCBFDD9A745B22B54940"
"4ca044f819e4236a81266089","51.492884","-0.071113","High School","GB","0101000020E6100000E10852297634B2BF5F5CAAD216BF4940"
"4ca05c157ada199c9482a6bc","51.484703","-0.305756","School","GB","0101000020E6100000D591239D8191D3BFF5A276BF0ABE4940"
"4ca49115d5a2a14365bc5290","51.526503","-0.131109","Law School","GB","0101000020E6100000B30A9B012EC8C0BF791F477364C34940"
"4ca4c06bb0ff8cfa5671c25e","51.478786","-0.324430","High School","GB","0101000020E610000088D7F50B76C3D4BF2EE411DC48BD4940"
"4ca72795d971b1f746ea06e1","51.434515","-0.050692","High School","GB","0101000020E6100000267156444DF4A9BF8B4F01309EB74940"
"4cab46bc76d3a09381b52a6b","51.428091","-0.368718","High School","GB","0101000020E6100000EA93DC611399D7BF215B96AFCBB64940"
"4cb72d6056fca1cdb8a65b18","51.526383","-0.131184","Law School","GB","0101000020E61000005915E126A3CAC0BFCF15A58460C34940"
"4cb7390a304576b07f69b0c2","51.581701","-0.283957","High School","GB","0101000020E6100000F0181EFB592CD2BF7786A92D75CA4940"
"4cbad4d3c7228cfa2dc219ce","51.358106","-0.065157","High School","GB","0101000020E610000037001B1021AEB0BF2D40DB6AD6AD4940"
"4cc87e8c7151721e24586137","51.513300","-0.196924","High School","GB","0101000020E61000009C14E63DCE34C9BFB6847CD0B3C14940"
"4cdcfe8c6ad1a09349dff456","51.376236","-0.183570","High School","GB","0101000020E6100000906B43C5387FC7BFF7C9518028B04940"
"4ce50ff1b437370486bff6ce","51.347357","-0.147207","High School","GB","0101000020E6100000C5025FD1ADD7C2BFB284B53176AC4940"
"4cefca035de16ea8a95fc296","51.643601","-0.154688","High School","GB","0101000020E6100000FAB48AFED0CCC3BF21567F8461D24940"
"4cf4caf21c158cfa7177e5b5","51.565493","-0.288541","High School","GB","0101000020E61000005987A3AB7477D2BFF78E1A1362C84940"
"4d00b3f56923721ecafcc53b","51.533947","-0.191918","School","GB","0101000020E6100000D7C1C1DEC490C8BF0E66136058C44940"
"4d02346b18ff8cfaa258c357","51.316572","-0.108170","School","GB","0101000020E6100000A987687407B1BBBF276A696E85A84940"
"4d304611789a8cfa95462dc6","51.487628","-0.149031","School","GB","0101000020E6100000E38A8BA37213C3BF944E24986ABE4940"
"4d3d3b36457cb60c1e29f6a4","51.514928","-0.085138","Trade School","GB","0101000020E6100000D597A59D9ACBB5BFB8E52329E9C14940"
"4d3d72d414aa8cfa6741b35e","51.519454","-0.152709","Trade School","GB","0101000020E6100000C90567F0F78BC3BF61E3FA777DC24940"
"4d5e6171865a224b555f9185","51.531210","-0.117769","School","GB","0101000020E61000003F8D7BF31B26BEBF72A774B0FEC34940"
"4d6cd0cc125eb60c0cd82b4e","51.513203","-0.297437","School","GB","0101000020E6100000D9B3E7323509D3BFC39ACAA2B0C14940"
"4d6f78ea71d3a143d7cd3b50","51.539675","-0.002703","Trade School","GB","0101000020E6100000E71C3C139A2466BF02BC051214C54940"
"4d6f88b4edca2c0fe7a153ea","51.538947","-0.138336","School","GB","0101000020E6100000A702EE79FEB4C1BF7FA31D37FCC44940"
"4d77742da5d6ba7afabbf460","51.325587","-0.089457","High School","GB","0101000020E610000027F56569A7E6B6BF5A80B6D5ACA94940"
"4d792d25db7c54817db83cf2","51.520516","-0.145328","Medical School","GB","0101000020E61000001CB7989F1B9AC2BFBA85AE44A0C24940"
"4d79e18c70de5481e7f2c199","51.552572","-0.075027","School","GB","0101000020E61000006326512FF834B3BFB857E6ADBAC64940"
"4d8761455091370483c8be5b","51.494605","-0.182742","School","GB","0101000020E61000005985CD001764C7BF13B875374FBF4940"
"4d91d79dcbc1224b008121d5","51.436728","-0.390828","School","GB","0101000020E6100000111C97715303D9BFAE9FFEB3E6B74940"
"4d930f4d14228cfaae8a597b","51.488173","-0.116353","School","GB","0101000020E6100000F59ECA694FC9BDBF26E5EE737CBE4940"
"4d945fea5241a1cd23485d4b","51.494965","-0.087980","High School","GB","0101000020E610000084BBB376DB85B6BF13D55B035BBF4940"
"4d997d30942ba09366879c8c","51.479010","-0.010604","School","GB","0101000020E61000005F7EA7C98CB785BF7E3A1E3350BD4940"
"4d9b6039674ca143dbc2d143","51.458743","-0.288497","School","GB","0101000020E6100000889FFF1EBC76D2BF6C223317B8BA4940"
"4d9ee137640b54813d79d32d","51.517413","-0.080754","Law School","GB","0101000020E6100000516C054D4BACB4BF3BC3D4963AC24940"
"4db998f993a0f369e87266df","51.537955","0.002422","School","GB","0101000020E6100000AF264F594DD7633F1EDC9DB5DBC44940"
"4dbfa9674b2221ec2d5f7e5f","51.537129","-0.084046","School","GB","0101000020E6100000CB0F5CE50984B5BFD95DA0A4C0C44940"
"4dc16550fa764d03e9fd26ba","51.524812","-0.193063","School","GB","0101000020E6100000B1A888D349B6C8BF3046240A2DC34940"
"4dc2f59bd4c0ad9c0f4a369e","51.554387","-0.136556","School","GB","0101000020E61000002C4A09C1AA7AC1BFED293927F6C64940"
"4dc2fc8e52b1e8f9f796edf0","51.429424","0.050726","School","GB","0101000020E610000079211D1EC2F8A93F0A0F9A5DF7B64940"
"4defcd6bfa76c1ceac9b89da","51.487795","-0.219467","Medical School","GB","0101000020E6100000C58EC6A17E17CCBF7F130A1170BE4940"
"4df70622ae60f0da8838238c","51.518293","-0.075142","School","GB","0101000020E61000001D588E90813CB3BF745FCE6C57C24940"
"4df8d8ac45dd816eb5a82c3a","51.600404","-0.024167","High School","GB","0101000020E6100000B2D991EA3BBF98BF9C31CC09DACC4940"
"4e02fb2d18a819eb5965da61","51.412689","-0.289344","School","GB","0101000020E610000003CE52B29C84D2BFA0353FFED2B44940"
"4e083aa9fa767637fd2f953d","51.503035","-0.237548","School","GB","0101000020E610000075779D0DF967CEBF26DF6C7363C04940"
"4e08b3d762e100e581772c1f","51.470123","-0.183526","Trade School","GB","0101000020E6100000ED9BFBABC77DC7BF780C8FFD2CBC4940"
"4e08cf09e4cdefcff6e45f41","51.598307","-0.014098","School","GB","0101000020E6100000A016838769DF8CBFE3FBE25295CC4940"
"4e0ae4fdae60e479ad9b3824","51.400604","-0.113273","School","GB","0101000020E61000002312859675FFBCBFCA52EBFD46B34940"
"4e104f76fa769d21e9e31e5f","51.353566","-0.106010","School","GB","0101000020E6100000A4880CAB7823BBBF207D93A641AD4940"
"4e1456891fc78d2d5d125bef","51.508268","-0.130484","Law School","GB","0101000020E61000009E5C5320B3B3C0BF3ACD02ED0EC14940"
"4e2172686365caf11957e23a","51.535712","-0.118876","High School","GB","0101000020E6100000F17F4754A86EBEBF9109F83592C44940"
"4e2531ef8877099df4bc1506","51.530919","-0.144119","School","GB","0101000020E610000084B9DDCB7D72C2BF9AE95E27F5C34940"
"4e4a399b7d8b3dcca3576a41","51.361824","-0.108174","School","GB","0101000020E6100000810A47904AB1BBBF3674B33F50AE4940"
"4e5ccf9b483be26274b9bc83","51.639323","-0.126722","School","GB","0101000020E6100000E083D72E6D38C0BF514A0856D5D14940"
"4e6dde6eaeb7ba66d9d132b5","51.494901","-0.176522","High School","GB","0101000020E6100000362383DC4598C6BFFCE07CEA58BF4940"
"4e6e12cc14955284ba867c77","51.358235","-0.308649","School","GB","0101000020E6100000D15B3CBCE7C0D3BF2BA4FCA4DAAD4940"
"4e75ef35e4cd325437861bfc","51.507972","-0.126025","Medical School","GB","0101000020E6100000363CBD529621C0BF51A4FB3905C14940"
"4e89ebaa93ad145f185981d8","51.634602","-0.054386","School","GB","0101000020E61000007973B8567BD8ABBFF4FC69A33AD14940"
"4e8b490c77c82799c24a369f","51.634378","-0.068697","School","GB","0101000020E6100000EF5355682096B1BFA4A65D4C33D14940"
"4e8f42a3f79014e2ce0aa927","51.512633","-0.008577","High School","GB","0101000020E61000005F7AFB73D19081BFD9EC48F59DC14940"
"4e901abc2c5b7295bbb55771","51.559995","-0.147110","High School","GB","0101000020E61000004D10751F80D4C2BF367689EAADC74940"
"4e92057530f85f721890f60a","51.645853","-0.190125","High School","GB","0101000020E6100000BC7493180456C8BF0283A44FABD24940"
"4e929b3d4901733aacb7c3c8","51.652079","-0.198032","High School","GB","0101000020E610000051DEC7D11C59C9BF46B41D5377D34940"
"4ea03b3fdab4b59126a1fc31","51.349285","-0.039784","School","GB","0101000020E61000007AE1CE85915EA4BFDFFDF15EB5AC4940"
"4eafd75182319d8262f11e5b","51.544810","-0.171600","School","GB","0101000020E6100000492EFF21FDF6C5BF52448655BCC54940"
"4eb553587ee5024d7ef4c559","51.540889","-0.179648","Trade School","GB","0101000020E6100000F75965A6B4FEC6BF11E2CAD93BC54940"
"4ec3d1bff5b9f024dfefa87d","51.593811","-0.297758","School","GB","0101000020E6100000E1D40792770ED3BFA680B4FF01CC4940"
"4eceaa64f9f406f6fe20409c","51.471186","-0.056133","High School","GB","0101000020E610000082E673EE76BDACBFA22AA6D24FBC4940"
"4edfabd0e300bf196b72f14c","51.455067","-0.184387","School","GB","0101000020E6100000DD5D6743FE99C7BF923EADA23FBA4940"
"4ee9b50277c85fa6b80da0d3","51.531826","0.028048","High School","GB","0101000020E6100000EB71DF6A9DB89C3FCD94D6DF12C44940"
"4f0bff0ce4b02a8da5ec1838","51.477543","-0.170280","School","GB","0101000020E610000040D9942BBCCBC5BF84B7072120BD4940"
"4f0cb8bde4b0c67b4533e263","51.369670","-0.169259","High School","GB","0101000020E610000076DEC66647AAC5BFFA27B85851AF4940"
"4f17f4bae4b038fa356273b6","51.497075","-0.461500","School","GB","0101000020E6100000F0A7C64B3789DDBF61545227A0BF4940"
"4f1fb52ae4b0ec749c1bcf18","51.443587","-0.351002","School","GB","0101000020E61000006B28B517D176D6BF23F77475C7B84940"
"4f343df3e4b0726328b85b91","51.517505","-0.110084","School","GB","0101000020E6100000DB17D00B772EBCBF1C42959A3DC24940"
"4f52100de4b09f74b7225bfd","51.565638","-0.289301","High School","GB","0101000020E61000005FCE6C57E883D2BFFBAF73D366C84940"
"4f6091c8e4b06b55137cde67","51.522910","-0.126160","Trade School","GB","0101000020E61000002E1C08C90226C0BF2D6002B7EEC24940"
"4f624a2ee4b0fcf230b79e7a","51.465268","-0.255009","Elementary School","GB","0101000020E6100000EBE1CB441152D0BF0BF0DDE68DBB4940"
"4f68868ae4b0f263f3b99225","51.541691","-0.368406","School","GB","0101000020E61000007C9C69C2F693D7BFCEC4742156C54940"
"4f6af3cee4b0357123cf5c3e","51.348865","-0.162470","Nursery School","GB","0101000020E610000024624A24D1CBC4BF0ADCBA9BA7AC4940"
"4f708c88a17cff2ad659a5a6","51.517796","-0.140934","School","GB","0101000020E6100000CC7D7214200AC2BFF3FFAA2347C24940"
"4f71db5ae4b01f4e1c415aea","51.548025","-0.097781","School","GB","0101000020E6100000A8902BF52C08B9BFF931E6AE25C64940"
"4f741f7ae4b09bd57da55fc1","51.611805","-0.276681","Trade School","GB","0101000020E6100000412C9B3924B5D1BFBF4351A04FCE4940"
"4f7c1e13e4b0ec1aa3e5a3a3","51.419375","-0.197422","School","GB","0101000020E61000009065C1C41F45C9BF48E17A14AEB54940"
"4f9e47d0e4b008dde312ccda","51.481998","-0.114200","School","GB","0101000020E6100000EA043411363CBDBF635E471CB2BD4940"
"4fb4c3a9e4b07f08905b28df","51.529799","-0.120571","Trade School","GB","0101000020E61000008194D8B5BDDDBEBF0C3A2174D0C34940"
"4fc5cb7fe4b0505c6e16799e","51.474777","0.016821","School","GB","0101000020E6100000C7478B338639913F4EF2237EC5BC4940"
"4feac2c2e4b0f4c015c67e93","51.581162","-0.112682","Elementary School","GB","0101000020E6100000240ED940BAD8BCBFC7D6338463CA4940"
"4ffac81de4b04619c8dac3d9","51.378670","-0.083622","Nursery School","GB","0101000020E61000007AE2395B4068B5BFF8FC304278B04940"
"5032dbd4e4b056516dc4a057","51.521971","-0.125923","Trade School","GB","0101000020E6100000F83768AF3E1EC0BFEF3A1BF2CFC24940"
"50519157e4b08416d80c80ef","51.371213","-0.088811","Elementary School","GB","0101000020E6100000126A865451BCB6BFCE6C57E883AF4940"
"50599d4ce4b046bed146d692","51.495202","-0.117444","Elementary School","GB","0101000020E610000049861C5BCF10BEBFF77475C762BF4940"
"507d4c59498ec32f6e64caee","51.461385","-0.077079","Elementary School","GB","0101000020E6100000A758350873BBB3BFB7EEE6A90EBB4940"
"5082aad9e4b0e24bb3314d25","51.515130","-0.096254","Trade School","GB","0101000020E61000007CF31B261AA4B8BF2098A3C7EFC14940"
"50850193e4b00dbb9ec66c57","51.507729","-0.073182","Trade School","GB","0101000020E61000003AE7A7380EBCB2BF8A1D8D43FDC04940"
"509a4174e4b05843e1233e09","51.493498","-0.246327","School","GB","0101000020E6100000E1968FA4A487CFBF1A5245F12ABF4940"
"509cddbee4b01b6885a4c611","51.516451","-0.131897","School","GB","0101000020E6100000B262B83A00E2C0BF467EFD101BC24940"
"509cf77ce4b01718b1c0f058","51.586518","-0.267290","School","GB","0101000020E6100000D00F2384471BD1BFF641960513CB4940"
"509f8c8de4b03888259edf36","51.480458","-0.084271","Elementary School","GB","0101000020E6100000B14F00C5C892B5BF008DD2A57FBD4940"
"50a65632e4b0540fe01b296b","51.540573","-0.263772","Elementary School","GB","0101000020E6100000CA6E66F4A3E1D0BFE10CFE7E31C54940"
"50ebe12ae4b0c03102af28cc","51.569583","-0.320952","Nursery School","GB","0101000020E61000009E7DE5417A8AD4BFC5AD8218E8C84940"
"5102a082e4b033a3fd710bcc","51.515016","-0.325607","Elementary School","GB","0101000020E6100000A45016BEBED6D4BF5875560BECC14940"
"51095242e4b0a5846d9798ab","51.508801","-0.128328","School","GB","0101000020E6100000889E94490D6DC0BF0796236420C14940"
"515bf963e4b0359a16f0f486","51.514707","-0.061486","School","GB","0101000020E6100000CADE52CE177BAFBFDA0242EBE1C14940"
"51692f22e4b04a6f7dca039d","51.487264","-0.240222","Middle School","GB","0101000020E61000009ACDE33098BFCEBF5342B0AA5EBE4940"
"517e5b2ce4b03bbd87e0bc5c","51.496777","-0.106522","High School","GB","0101000020E610000080F44D9A0645BBBFD733846396BF4940"
"517fcfbce4b0af04d7527882","51.346862","-0.181538","School","GB","0101000020E610000089997D1EA33CC7BFD21C59F965AC4940"
"51af44dd498edb8e0b20f7e4","51.384735","-0.179265","School","GB","0101000020E6100000E0A128D027F2C6BF335019FF3EB14940"
"51e7a86f498ea2a3becd322b","51.534114","-0.190584","High School","GB","0101000020E6100000D50792770E65C8BFFA2AF9D85DC44940"
