,Venue_ID,Lat,Long,category,country
33,51eee79d498ecaa2b5ebbac6,47.690596,-122.360335,Moving Target,US
34,51ee8a6f498e2a1781f39d2b,47.740326,-122.229032,Bus Line,US
35,51ee2bd2498e2a177f3e7a57,47.505669,-122.241454,Home (private),US
36,51edc6ba498eb936cf2b60a8,47.667833,-122.313077,Bar,US
37,51ed990c498eddb0726e6d31,47.610998,-122.331302,Convention Center,US
38,51ed4bfd498e2a04469ff623,47.611299,-122.332998,Convention Center,US
39,51ec3b94498e9d5f798deed6,47.611001,-122.332089,Event Space,US
40,51ec159e498ec219cc26d304,47.682501,-122.355302,Moving Target,US
41,51ec1270498e08f7c7ac88b1,47.622934,-122.353967,Concert Hall,US
42,51eaf683498e843965d42291,47.608594,-122.34037,French Restaurant,US
43,51ead938498eae2367ab8c42,47.622312,-122.35226,Fair,US
44,51e99310498e04c5b9991a62,47.622127,-122.352063,General Entertainment,US
45,51e61127498e18d177f41aee,47.621268,-122.349637,Light Rail,US
46,51e1976a498e328ae7aeda3d,47.668602,-122.384539,Fair,US
47,51e0a796498e1df38a04fed8,47.56126,-122.386654,General Entertainment,US
48,51e04cdc498e301c89cbb99c,47.660637,-122.378487,Factory,US
49,51dc33ac498e92b2cda1ab84,47.59939,-122.331494,Miscellaneous Shop,US
50,51db14ec498ed7fa08f84388,47.604048,-122.334014,Bank,US
51,51d77846498e309c5e2cbe92,47.667176,-122.378037,Assisted Living,US
52,51d5f60b7dd23b0a0df8663f,47.620469,-122.331197,Lounge,US
53,51d5c4b1498ea14995fee5b0,47.444425,-122.294717,General Entertainment,US
54,51d48fa4498ebdf66067500a,47.613956,-122.3204,Art Gallery,US
55,51d48ad0498e120a84b5e042,47.679137,-122.176982,Home (private),US
56,51d44f64454ac616252473d9,47.600215,-122.334341,Tech Startup,US
57,51d37f94498e712dd888c466,47.614132,-122.323508,Cosmetics Shop,US
58,51d37b1a498e712dd86d1ec3,47.676537,-122.106743,Car Wash,US
59,51d2ea13498ebf0edc2bb373,47.651902,-122.350627,Tech Startup,US
60,51d20e0a498e8a7c7ca29160,47.731937,-122.294708,Residential Building (Apartment / Condo),US
61,51d111f3498e9b300fbfab0e,47.614413,-122.345654,Residential Building (Apartment / Condo),US
62,51ce5c0f498ea91e559ed732,47.624726,-122.347108,Japanese Restaurant,US
63,51cb44f3498e1f289782f9b6,47.666127,-122.382735,Italian Restaurant,US
64,51ca2557498e9024d7f963c2,47.625325,-122.320804,Bank,US
65,51c9ea7e498e996b65259ec1,47.498111,-122.202601,Mexican Restaurant,US
66,51c9ac45498ef6a4b265b5a1,47.634061,-122.307903,Campground,US
67,51c857d6498efa7862edbddf,47.524424,-122.312669,Shrine,US
68,51c85469498e29ad0150b59e,47.523982,-122.311826,American Restaurant,US
69,51c7a16c498e4ffa35d33d96,47.729841,-122.260158,Home (private),US
70,51c728a9498ebd075f52480e,47.681226,-122.181784,General Travel,US
71,51c5e7cb498e977edbcc1e15,47.617615,-122.124057,General Entertainment,US
72,51c508e8498e7394923fb656,47.559658,-122.369433,Golf Course,US
73,51c4ba13498ec60978ddff35,47.661074,-122.374279,Brewery,US
74,51c49ee0498e79713182dfa7,47.616701,-122.201655,Mexican Restaurant,US
75,51c38d2e498e6c892eb017af,47.671925,-122.094363,Gas Station / Garage,US
76,51c29a42498e2d5d1a2127c0,47.572923,-122.370529,Design Studio,US
77,51c246bd498e15e865d1f0a0,47.662576,-122.31332,Coffee Shop,US
78,51c1286f498e2505fd764fbe,47.609567,-122.34127,Brewery,US
79,51c0e56a498e2febba59335d,47.718629,-122.177227,Laboratory,US
80,51bf5592abd889e22a47c10b,47.615595,-122.340038,Deli / Bodega,US
81,51becdb1454a4602c722a654,47.443676,-122.303109,American Restaurant,US
82,51bcc24e498e2e1c08c57217,47.615379,-122.199211,Market,US
83,51bca8b6498e16bffa1d1df3,47.671415,-122.128662,Residential Building (Apartment / Condo),US
84,51bb8d6d498e56dd116f59ac,47.54066,-122.334651,Moving Target,US
85,51bb6e05498e11e928587705,47.470173,-122.252799,Playground,US
86,51b87061498e254ce3e25552,47.557614,-122.333913,Storage Facility,US
87,51b68c2f498e8cc17bca61c9,47.611573,-122.34954,Convention Center,US
88,51b2a53c498e28ccb1a91ab7,47.481421,-122.204453,Afghan Restaurant,US
89,51b215df498e228948ae8c59,47.486423,-122.267586,Factory,US
90,51b12ee8498e26423617debd,47.608758,-122.296423,Home (private),US
91,51b11d33498e6d25d618666f,47.611636,-122.345953,Tech Startup,US
92,51b0e5f0498e8743726d5e24,47.659537,-122.313385,Chinese Restaurant,US
93,51ae60ae498edd4acc836cce,47.662362,-122.298576,Furniture / Home Store,US
94,51ad37ec498e888a24b4a6ec,47.537476,-122.197647,Residential Building (Apartment / Condo),US
95,51aa6a54498eee8ab54b8f53,47.464,-122.287858,Light Rail,US
96,51aa3a47498ecb83403147cd,47.516393,-122.312338,Golf Course,US
97,51a78a53498ee0057e4624d6,47.616458,-122.345581,General Entertainment,US
98,51a6d7df498ed0f911a5708a,47.444424,-122.290921,Event Space,US
99,51a6011a498e869101a10917,47.610161,-122.339915,Building,US
100,51a5151aabd814ecba283eca,47.675292,-122.201968,Pizza Place,US
101,51a2a3f0498e183112e1ac8e,47.616223,-122.203787,Women's Store,US
102,51a26d6b498e0c5ab8d221f8,47.57527,-122.330028,Building,US
103,51a179fb498e1de14990ca56,47.684137,-122.355082,Residential Building (Apartment / Condo),US
104,51a144bd498ea3d3e1211a07,47.628437,-122.331711,Cocktail Bar,US
105,51a13259498e857f8ef13e90,47.567505,-122.357812,Home (private),US
106,51a11b76498ea89718ede22b,47.606802,-122.330662,Gay Bar,US
107,51a1161b498e0423103e0aea,47.610335,-122.342451,Bar,US
108,51a0be5e498ec0256db15650,47.662105,-122.353553,General Travel,US
109,519f884e498ed846e637d777,47.649301,-122.30959,Medical School,US
110,519b7212498eb8d85d987ec9,47.615289,-122.333615,Building,US
111,519abd9c498e955d6d5b61e4,47.653005,-122.360122,Whisky Bar,US
112,51997a7a498e247a313b2ef9,47.469818,-122.24742,Soccer Stadium,US
113,51984294498eaee01db81f5c,47.568928,-122.283789,Home (private),US
114,5197be5f498eacef1bbdd014,47.614586,-122.340094,Department Store,US
115,51942929498e50eeee471283,47.611144,-122.334095,Other Nightlife,US
116,5194285b498ef41400e2a345,47.607906,-122.292605,Bus Line,US
117,5194273e498e3a9d51ac6982,47.611544,-122.320106,Design Studio,US
118,51940262498e91fb39a6efd2,47.627798,-122.3834,Boat or Ferry,US
119,51937d73498e6fb8fbb4a057,47.615124,-122.194458,Moving Target,US
120,5192c48e498e1b68e7c2e590,47.646106,-122.140712,Bus Station,US
121,519240cb498e4913b99d7e90,47.751412,-122.249956,Bus Station,US
122,51905aa4498e977f5be3974e,47.70279,-122.19623,Wine Bar,US
123,518f3367498e5714aa8436dc,47.608758,-122.296423,Home (private),US
124,518ead4b498e50c4563846c0,47.591813,-122.308388,Moving Target,US
125,518e7c27498e89b9f8b14ecc,47.595458,-122.331527,Event Space,US
126,518d8a44498e4c69921b30bf,47.462989,-122.16861,Home (private),US
127,518d88af498e32254c31a14e,47.622127,-122.32088,Boutique,US
128,518d7d6c498ecf5542459fc6,47.603279,-122.290115,Bus Line,US
129,518d4bfb498e9237f24fe163,47.624631,-122.320645,Bank,US
130,518c6e41498ecdedbab442d6,47.616798,-122.132208,Grocery Store,US
131,518c5044498e39d33c02ffce,47.605101,-122.339635,Clothing Store,US
132,518c4b24498e685384bc5025,47.614371,-122.319365,Diner,US
133,518c1e42498ed2244dafc6ea,47.615717,-122.196338,Office,US
134,518bdc3c498ebc33472ec9eb,47.608758,-122.296423,Home (private),US
135,518a9cce498eb64d2b7dce3d,47.599018,-122.331383,American Restaurant,US
136,518910d5498eb86ce782b9d3,47.628409,-122.383597,Boat or Ferry,US
137,51880652498eb86cdf737219,47.577983,-122.163879,Residential Building (Apartment / Condo),US
138,518804c8498e90115cd44d39,47.597454,-122.334347,Coffee Shop,US
139,5187c5e7498e6f957f386d5c,47.611535,-122.347522,Park,US
140,51872d8d498efc4007988106,47.590128,-122.336436,Campground,US
141,5186a3e1498e622f25d91a6e,47.44092,-122.30293,Moving Target,US
142,518680b7498e725296c218bd,47.65145,-122.355635,Food Truck,US
143,51866b7f498e2061fc9526e6,47.66625,-122.38285,Hotel,US
144,51854f86498e995adb4f906e,47.6049,-122.3408,Ferry,US
145,5184a8fd498e31ce0ac162a3,47.513489,-122.251358,Home (private),US
146,51842855498e0b2629026457,47.680107,-122.123973,Building,US
147,5183e02c498ee7b917059f45,47.615611,-122.201348,Dessert Shop,US
148,518306f6498e2f0dc10c7ddb,47.699902,-122.355274,Home (private),US
149,5182ebb1498e952d0d217694,47.536465,-122.289596,City,US
150,5182e7e1498e3a48c237de59,47.590867,-122.179053,Home (private),US
151,518291b6498e536a51522b5f,47.613472,-122.196373,Office,US
152,518126ee498e5f8701ce0e91,47.619246,-122.345853,Residential Building (Apartment / Condo),US
153,5180bfea498e72610be1a5a7,47.513489,-122.251358,Home (private),US
154,518044fee4b0baf22d500235,47.603001,-122.33007,Government Building,US
155,518005bee4b0ea9c76398136,47.610957,-122.331444,Campground,US
156,517ecb3fe4b08490e9e6b5b6,47.581471,-122.335109,Food Truck,US
157,517cbbd4e4b060f521f065e8,47.56512,-122.28186,Strip Club,US
158,517cb2a8498ef2a2fe6e0e86,47.552093,-122.38124,Residential Building (Apartment / Condo),US
159,517c94dee4b0f7d84c4424a3,47.616967,-122.327508,Dessert Shop,US
160,517c5cf9e4b0fb64933524b9,47.559544,-122.073335,Speakeasy,US
161,5179c859e4b0912abe83d2e9,47.47415,-122.216655,Coffee Shop,US
162,51799dc2e4b0ec77195e085c,47.66818,-122.384284,Sushi Restaurant,US
163,5178367de4b0d90b71adf708,47.615786,-122.198758,Cajun / Creole Restaurant,US
164,51779691e4b03341db6297ae,47.602236,-122.28523,Salon / Barbershop,US
165,5177367e498ee4f32da8b1c0,47.612938,-122.333195,General Travel,US
166,5176f9d2e4b02f19bb85d354,47.603454,-122.336491,Residential Building (Apartment / Condo),US
167,5176b0d0498ebb79e4c6ef71,47.612535,-122.334008,Accessories Store,US
168,5175df99e4b04f59f705616c,47.620681,-122.199813,Pet Store,US
169,5175ccda498ef654390d855c,47.462989,-122.16861,Home (private),US
170,517581fbe4b0cb9cca00732d,47.649715,-122.319992,Auditorium,US
171,51755180e4b01f6b164ed9b2,47.619741,-122.312907,Bakery,US
172,51749c45e4b0f71f798eee79,47.615433,-122.339942,Japanese Restaurant,US
173,5172fc05e4b09369040e3517,47.599361,-122.308722,Residential Building (Apartment / Condo),US
174,5171fcf5e4b04c6350575028,47.454297,-122.301601,Airport Terminal,US
175,51717721e4b01944818d4a79,47.437069,-122.28779,Hotel,US
176,517081b8e4b0142cf396fe2c,47.691128,-122.142443,Factory,US
177,51704dbee4b0e32c20925783,47.501582,-122.180187,Vietnamese Restaurant,US
178,516ffec4e4b0bc387f084ed6,47.618832,-122.312646,Caf,US
179,516de0f9498e8810702004c7,47.555647,-122.283908,Non-Profit,US
180,516cdb82498ed05de082bf2c,47.625984,-122.326271,Moving Target,US
181,516cc922e4b0aced38f177a1,47.656888,-122.314202,Chinese Restaurant,US
182,516c3194e4b0a9d82dd148d4,47.543278,-122.318532,Road,US
183,516c21ed498e8d42bb7993c2,47.602951,-122.33337,Coffee Shop,US
184,516b3387e4b0d63a215befca,47.663274,-122.313019,Dessert Shop,US
185,516b0044e4b075b2dc502ce8,47.499101,-122.220602,Medical Center,US
186,516af9c0e4b036a5cad42dd6,47.668874,-122.386575,Nail Salon,US
187,516a47c4498e010401eff9b0,47.673368,-122.120698,Caribbean Restaurant,US
188,516a1769e4b00710b771fb9c,47.624198,-122.3524,Performing Arts Venue,US
189,5169e351e4b0782ebe25c68a,47.609775,-122.33598,Hotel Bar,US
190,5169a12fe4b065db56abe2ed,47.597378,-122.330882,Event Space,US
191,5168be2f498e71bc942acb03,47.523474,-122.177213,Asian Restaurant,US
192,5167735de4b0a9cd8649b408,47.625049,-122.327664,Residential Building (Apartment / Condo),US
193,51635b83e4b095f6eed59b5a,47.64592,-122.326438,Office,US
194,516315b2e4b041b2c7a57250,47.611483,-122.346776,Sushi Restaurant,US
195,51619121e4b024efae6fd01e,47.615085,-122.318009,Bus Line,US
196,515f66f4e4b0a5e27d330623,47.621273,-122.33324,Gym,US
197,515dda66e4b069f93df27936,47.606287,-122.316878,Medical Center,US
198,515dc878e4b0c49b458d7357,47.497915,-122.205594,Bar,US
199,515c7663e0e2f3c21c3414c3,47.613902,-122.321219,Dumpling Restaurant,US
200,515c7233e4b057cee8da8699,47.727002,-122.300455,Factory,US
201,515c462970436c818deaf897,47.707134,-122.326648,New American Restaurant,US
202,515b7b5ce4b047dbb4f0f770,47.615872,-122.343418,Home (private),US
203,515b72d4e4b0ef0c58a9b2f1,47.631771,-122.375122,Tech Startup,US
204,515b6bd6e4b0057b6e4cdaa3,47.600508,-122.334292,Gift Shop,US
205,515b535e526244a28b74b8d7,47.650551,-122.351593,Pub,US
206,515a5395e4b0246d97781af5,47.591605,-122.332621,Mexican Restaurant,US
207,5159be60e4b0648154cc35c5,47.651534,-122.35023,Tech Startup,US
208,5158d264e4b028506d077c3e,47.616587,-122.306363,Home (private),US
209,51578a82e4b038a19935a80d,47.440969,-122.303118,Plane,US
210,515770a1e4b0285063916b6c,47.620549,-122.320684,Scenic Lookout,US
211,5155c7f5e4b07da49e41629f,47.519699,-122.311836,Factory,US
212,5155c6cbe4b081d392198bcb,47.710551,-122.216717,Home (private),US
213,5154e2a0e4b01b95fa4a70ea,47.601657,-122.334196,Office,US
214,5154af49e4b08f22c1e21986,47.611301,-122.332417,Convention Center,US
215,5154632cebca276121990c0f,47.497633,-122.205048,American Restaurant,US
216,51540ed3f31cdfc083d92ab0,47.67634,-122.205123,Convenience Store,US
217,5153636e5dd7dd52e274cb43,47.663824,-122.29845,Clothing Store,US
218,51510644e4b08900fb3c78f1,47.652592,-122.086689,Home (private),US
219,5150eec4e4b005a4673064bb,47.587845,-122.233413,Island,US
220,51508170e4b04b41228d6f7e,47.432663,-122.234039,Factory,US
221,5150549de4b0d91ea6d477e5,47.709439,-122.188378,Office,US
222,514e1f3fe4b020b3af54eb13,47.60807,-122.294441,Bakery,US
223,514ce0c1e4b0e7ec6aa3c445,47.6887,-122.345,Design Studio,US
224,514cab2be4b0b838d5edc440,47.508438,-122.354934,Food Truck,US
225,514c7dede4b0a0ed67473943,47.482609,-122.217396,Hardware Store,US
226,514bdb38e4b04176d71f31d3,47.579041,-122.410746,Restaurant,US
227,514b6d94e4b0809dcec970e6,47.711315,-122.158252,Other Great Outdoors,US
228,514b5144e4b0a89059f5e52f,47.563233,-122.371347,Home (private),US
229,514a81cbe4b02d81dafdfa04,47.60258,-122.334101,Convenience Store,US
230,514a31aeebcae4abdec05471,47.669621,-122.383704,American Restaurant,US
231,51495a19f31c774bc99140f5,47.691754,-122.404668,Lake,US
232,51490867e4b043a8d1033562,47.575402,-122.334343,Gastropub,US
233,51490274e4b0d5c278c88403,47.668048,-122.38511,Seafood Restaurant,US
234,514885cfe4b082ab1d4651d9,47.691299,-122.350816,Residential Building (Apartment / Condo),US
235,51487d82e4b058b47c06e3fb,47.467906,-122.21388,Road,US
236,51481b06e4b038d0603be306,47.589905,-122.333598,Bar,US
237,5147c505e4b05ac9a420705b,47.487102,-122.161337,Home (private),US
238,51472deae4b068969770ba0c,47.430251,-122.253652,Building,US
239,5146a8e4e4b0dba1bba899ef,47.612318,-122.319918,Home (private),US
240,5145c86de4b0b5c899b87405,47.624436,-122.35227,Athletic & Sport,US
241,51450fcce4b0df5d57c68991,47.611215,-122.342174,Boutique,US
242,5144c440e4b0ab7c8f99a59c,47.655731,-122.356125,Home (private),US
243,5143c4e2e4b0c4e4e80301fd,47.729455,-122.243448,Thai Restaurant,US
244,514363b3e4b04e44c0f5dc0e,47.678207,-122.145859,Factory,US
245,51434e05d86c9033f7d76fc7,47.613505,-122.196604,Office,US
246,51432963e4b0257129d7205d,47.529651,-122.305959,Building,US
247,51415ae3e4b054a20e525e07,47.439718,-122.346811,Home (private),US
248,5141334ce4b00f63c3fa2085,47.59951,-122.299869,Brewery,US
249,5140e12ce4b09364dd50fb5d,47.60744,-122.341009,Office,US
250,5140d457e4b03a4ad0446a66,47.607976,-122.33473,Office,US
251,513f4fa3e4b0c2e7257e80f6,47.422019,-122.23236,Factory,US
252,513e87c7e4b022102ac0f5bf,47.643155,-122.322345,Moving Target,US
253,513e7181e4b02ed34ed55e7d,47.61076,-122.332368,Gym,US
254,513e4ff8e4b0bb777d20247f,47.428147,-122.227064,Miscellaneous Shop,US
255,513e30e8e4b0a1cf87a182e7,47.506269,-122.155739,Sushi Restaurant,US
256,513e10bee4b08126493b7577,47.656938,-122.308631,College Library,US
257,513e0311e4b05d5c3d41ae93,47.522046,-122.375047,Garden,US
258,513d5bf1e4b0b36e10eca3ca,47.519182,-122.372169,Home (private),US
259,513d58c3e4b06a870b623188,47.61809,-122.303769,Residential Building (Apartment / Condo),US
260,513d2712e4b01b2f7afa472a,47.620023,-122.320771,Caf,US
261,513bf1a0e4b0d8fbf438d7d5,47.666695,-122.313098,Bar,US
262,513bb0cee4b00e24838821ad,47.612063,-122.330427,General Travel,US
263,513a82c9f2e74b4f3e85fc5a,47.599045,-122.332699,Butcher,US
264,513a553de4b00e247926a32f,47.541965,-122.305412,Coworking Space,US
265,513a5471e4b0bfae137df644,47.651304,-122.32135,Restaurant,US
266,513a44bce4b082d03c2c2fc8,47.446915,-122.26257,Miscellaneous Shop,US
267,51393cdae4b0544734977685,47.679399,-122.177901,Coffee Shop,US
268,5138e2cae4b05758611b713d,47.709305,-122.188064,Office,US
269,5138dff8e4b00126bdb69345,47.590366,-122.192673,Moving Target,US
270,5137d65fe4b02668288fe0e9,47.730556,-122.344313,Miscellaneous Shop,US
271,51374e7fe4b08fbb2bb16263,47.428433,-122.223453,Gas Station / Garage,US
272,5136b424e4b00cd5aa60a078,47.60884,-122.335283,Sandwich Place,US
273,51366977e4b09ee810650c47,47.4736,-122.228678,Factory,US
274,51363bd8e4b067f79e1e1b21,47.624823,-122.174702,School,US
275,5135464fe4b08b13bd7a524a,47.71146,-122.191418,Burger Joint,US
276,51352ca5e4b080cc119ae8f2,47.635176,-122.357183,Bookstore,US
277,513518967ab473d825ad2b3f,47.651831,-122.328612,Seafood Restaurant,US
278,5134f57ee4b0fb5193f0bcec,47.446947,-122.225365,Office,US
279,5134dd6ae4b0826892d583bf,47.616917,-122.344408,Coffee Shop,US
280,5134bcece4b01a0b664991e5,47.441428,-122.262192,Factory,US
281,51345382e4b02118423c4850,47.613354,-122.321777,EV Charging Station,US
282,51333c8ee4b0c9fcdb92eafb,47.665164,-122.369545,Gas Station / Garage,US
283,5132b732e4b018c1c0829caa,47.613344,-122.336787,Moving Target,US
284,5132b1d6e4b0ef4e14c44a68,47.594189,-122.333321,Food Truck,US
285,513296a5e4b0f82cf181a923,47.610868,-122.338063,Playground,US
286,51325583e4b0835c64fec080,47.562362,-122.292954,Soccer Field,US
287,51324775e4b0f82cee97d1af,47.704971,-122.355439,Neighborhood,US
288,5131cb48e4b0f82cea238301,47.605912,-122.320522,Residential Building (Apartment / Condo),US
289,51317646e4b0680a7c0e9dc4,47.611121,-122.334239,Lounge,US
290,513121328302950c208f90d1,47.614206,-122.319288,Diner,US
291,513114b8e4b0a08cc7df966c,47.660799,-122.370975,Miscellaneous Shop,US
292,5130fe65e4120e2b1ab130b1,47.608854,-122.340016,Cocktail Bar,US
293,51301af4e4b03f2989fc0a65,47.664531,-122.368106,Beer Garden,US
294,51301a18e4b0316000e2fab7,47.61042,-122.335762,Food Truck,US
295,512e914ae4b01a65c316064c,47.617245,-122.192253,Real Estate Office,US
296,512e79cae4b002e8a1494303,47.657998,-122.383588,Office,US
297,512e3d5de4b0d987eec9ae9b,47.462887,-122.252371,Office,US
298,512e34cfe4b04ac759dee042,47.452479,-122.250298,Recycling Facility,US
299,512d3746e4b05c0664023db3,47.611816,-122.198904,Real Estate Office,US
300,512d0bc1e4b01feb079d40a8,47.613461,-122.320752,Mexican Restaurant,US
301,512cfe56e4b04461e9abe92e,47.65705,-122.308618,University,US
302,512bdf5ee4b05907b3fe5d66,47.667068,-122.097141,Design Studio,US
303,512abcf1e4b0d9d00b9004bb,47.668852,-122.119886,Brewery,US
304,5127baabe4b004520dc7e400,47.661434,-122.319211,Office,US
305,512796f0e4b02757d2c9ab51,47.610982,-122.338407,Bus Station,US
306,5126ec1ee4b088ac5f10e0a6,47.609581,-122.141642,Greek Restaurant,US
307,51269b65e4b0410a76cbcb07,47.430159,-122.316168,Storage Facility,US
308,512695a0e4b031c9083c413c,47.445446,-122.224549,Laboratory,US
309,51268871e4b0d9dc3ae806cf,47.602881,-122.331077,Vietnamese Restaurant,US
310,5125e03ee4b0dd22e4ddb483,47.570946,-122.172795,Home (private),US
311,51240ac3e4b07a4d92a8f0d4,47.613338,-122.337914,Burger Joint,US
312,5123edb5e4b0d984000a120b,47.648526,-122.344922,Tech Startup,US
313,5123df20e4b0dc6a0cf9ca84,47.729556,-122.293035,Miscellaneous Shop,US
314,5123a2b2e4b0aad99b242ea3,47.617389,-122.19789,Factory,US
315,5122d797e4b0d6fccef9915a,47.615029,-122.31278,Cocktail Bar,US
316,51229aa7e4b09c46582f9cb9,47.61813,-122.357243,Rental Car Location,US
317,51228b86e4b07ee5ab25b820,47.614624,-122.333202,Sandwich Place,US
318,5122663ce4b0655fff834799,47.618499,-122.20029,Event Space,US
319,51226078e4b0d82e6d788757,47.619076,-122.2002,Event Space,US
320,5121d7b3e4b0293c82113623,47.44937,-122.301821,Plane,US
321,5121b0dee4b049e107281e53,47.680671,-122.3118,Home (private),US
322,51216225e4b08f84bcc7262c,47.703452,-122.378831,Home (private),US
323,5121546ee4b016d27988d616,47.442266,-122.301033,Moving Target,US
324,51205ed5e4b09e789627a462,47.616933,-122.19271,Art Gallery,US
325,511f042fe4b0d58347f8a12b,47.610126,-122.327667,Doctor's Office,US
326,511ec241e4b0d2f60cf70548,47.610017,-122.3426,Coffee Shop,US
327,511eb8ffe4b0957a1f914977,47.444643,-122.303617,Airport Terminal,US
328,511ea106e4b03a91c4d4bfe3,47.608396,-122.334766,Moving Target,US
329,511e94cbe4b0d10db74a97f1,47.622349,-122.335532,Food Truck,US
330,511d4861e4b05787c851a90e,47.584485,-122.333885,Theme Park Ride / Attraction,US
331,511d44cde4b0a1c1943772d1,47.623241,-122.181616,Food Truck,US
332,511d2f0db0ed4a4d357f263f,47.606655,-122.338257,American Restaurant,US
333,511bb93fe4b0c709340c2066,47.728428,-122.334461,Home (private),US
334,511ac7d6e4b0f69456fd8d22,47.613319,-122.180515,Building,US
335,511a992ee4b00262d0d47ccf,47.5737,-122.333844,Factory,US
336,5119b968e4b059beca1cc778,47.703501,-122.3505,Mexican Restaurant,US
337,511991b8e4b091f454b2bf4a,47.623055,-122.359126,Office,US
338,51182295e4b0631448bcc3d8,47.622436,-122.335305,Gym,US
339,5118075de4b03863cc593d12,47.48744,-122.218403,Residential Building (Apartment / Condo),US
340,5116d64ee4b0bae1a9b01879,47.620579,-122.321118,Mexican Restaurant,US
341,5115ad36e4b0d2e9f714392c,47.630065,-122.141554,Department Store,US
342,51156960e4b0817a5d6cb9f0,47.601894,-122.188408,Real Estate Office,US
343,51155703e4b0592c860158dc,47.701282,-122.178524,Real Estate Office,US
344,51147020e4b04c3d565e2514,47.441236,-122.300895,Airport Gate,US
345,51146556e4b0922f2d480fe1,47.543338,-122.364995,Home (private),US
346,51132c4e52624f96400957b2,47.675805,-122.375829,Taco Place,US
347,5112fa7de4b09f1fadfc0d8a,47.610942,-122.316465,Bar,US
348,51114f8ce4b07d0a246f2fde,47.675837,-122.121212,Gluten-free Restaurant,US
349,5110b2c7e4b00d021a7fec73,47.610334,-122.334137,Bar,US
350,510ecebfe4b077917569a2e1,47.455617,-122.227172,Hiking Trail,US
351,510e8e56e4b0ca91f75bbd03,47.605347,-122.311752,Athletic & Sport,US
352,510dda33e4b0898fb48f0c4f,47.619715,-122.196339,Tapas Restaurant,US
353,510d8f02e4b036b55b8ac522,47.523203,-122.321931,Neighborhood,US
354,510c7e8fe4b0355da0482aff,47.499305,-122.365821,Home (private),US
355,510c5991e4b01a7abbe37680,47.676229,-122.300877,Gas Station / Garage,US
356,510b7cf5e4b00192a76bafbe,47.663821,-122.377004,Brewery,US
357,510abd2ae4b052a428f95224,47.669442,-122.1231,Building,US
358,510a99c0e4b0c3201bb4fc1c,47.610898,-122.331659,Event Space,US
359,51099b34e4b08bab51f3b2f8,47.66217,-122.368539,Hardware Store,US
360,5109627e45b0d8885895c39a,47.655459,-122.34257,Spa / Massage,US
361,510834e6183f4521c6da9b1c,47.677864,-122.127435,Burger Joint,US
362,5106c7a2e4b01cf898f44bf7,47.608913,-122.340442,Seafood Restaurant,US
363,5105a6c0e4b06f1626e36889,47.665695,-122.113786,Performing Arts Venue,US
364,51059c30e4b0ed5091fc4236,47.591893,-122.332536,Baseball Stadium,US
365,51046acde4b09faebbe399e0,47.569016,-122.289308,Mall,US
